日期,星期,品类,实际,WD90,WIN7,YOY,BLEND
2023-04-10,0,食用菌,51.773,89.15541666666667,96.16714285714286,30.946,78.56432318426604
2023-04-11,1,花叶类,158.881,161.9775,165.64785714285713,93.428,133.2328254216139
2023-04-11,1,花菜类,15.788,34.11633333333334,29.282857142857146,6.383,26.015192111329338
2023-04-11,1,水生根茎类,7.577,32.770833333333336,19.196571428571428,1.03,14.97604162200659
2023-04-11,1,茄类,13.366,15.016583333333337,16.142714285714284,10.687,13.930168763511281
2023-04-11,1,辣椒类,85.563,116.39233333333333,116.535,69.305,94.65669852963256
2023-04-11,1,食用菌,62.405,78.77166666666666,90.212,11.87,65.44068518914779
2023-04-12,2,花叶类,118.18,176.43674999999996,164.1107142857143,106.268,143.99128741985868
2023-04-12,2,花菜类,17.265,38.162499999999994,28.678000000000004,6.375,28.62856849885387
2023-04-12,2,水生根茎类,19.088,36.81366666666667,18.13942857142857,7.538,16.05736441709204
2023-04-12,2,茄类,8.998,15.564333333333336,15.171857142857144,20.041,13.53861084359791
2023-04-12,2,辣椒类,84.989,121.66466666666668,111.39371428571428,76.22,94.8809604168027
2023-04-12,2,食用菌,63.48,100.39916666666666,86.19742857142857,16.858999999999998,79.91597202979129
2023-04-13,3,花叶类,92.251,191.70366666666666,149.95485714285715,100.363,143.63400049806785
2023-04-13,3,花菜类,19.775,38.729000000000006,24.656285714285712,9.797,25.05754744815345
2023-04-13,3,水生根茎类,15.052000000000001,39.89983333333333,17.409285714285716,4.61,16.814550558073435
2023-04-13,3,茄类,9.198,17.293,13.282285714285717,20.903,13.170220362218462
2023-04-13,3,辣椒类,76.901,141.14124999999999,103.63442857142857,76.95,102.63016968622351
2023-04-13,3,食用菌,51.532,113.44108333333334,78.77857142857144,31.963,82.7336699135119
2023-04-14,4,花叶类,131.729,216.95233333333329,143.64742857142855,128.586,156.8004254223864
2023-04-14,4,花菜类,18.183,46.47541666666667,24.18842857142857,6.047,29.58552814114499
2023-04-14,4,水生根茎类,26.338,55.466416666666674,18.146857142857144,6.495,24.476127448033463
2023-04-14,4,茄类,19.025000000000002,20.724750000000004,12.826714285714287,21.356,15.30174133139323
2023-04-14,4,辣椒类,89.822,191.568,98.98128571428572,59.011,133.6848260742755
2023-04-14,4,食用菌,83.023,140.51175,75.71114285714286,21.589,99.22678275411455
2023-04-15,5,花叶类,208.169,232.66563636363634,143.71342857142858,131.828,171.29697035774174
2023-04-15,5,花菜类,20.852,39.86109090909092,22.228999999999996,10.73,23.577022510708616
2023-04-15,5,水生根茎类,28.049,49.81836363636364,19.533857142857148,14.18,24.236066777114825
2023-04-15,5,茄类,16.674,20.715909090909093,14.152285714285714,17.358,17.013625953810944
2023-04-15,5,辣椒类,138.985,180.39818181818183,97.86371428571428,69.72,125.5366286097265
2023-04-15,5,食用菌,106.142,126.87172727272727,74.99657142857143,39.136,89.8949828155837
2023-04-16,6,花叶类,204.874,231.8846666666667,147.1767142857143,124.808,175.55156622935846
2023-04-16,6,花菜类,23.472,40.9325,20.109142857142853,12.666,22.171897373177543
2023-04-16,6,水生根茎类,16.458,43.544666666666664,20.579428571428572,15.042,22.728496732339057
2023-04-16,6,茄类,20.902,18.722,13.703571428571431,32.118,14.93306418574216
2023-04-16,6,辣椒类,133.274,153.33983333333333,98.01585714285714,84.376,107.00172493092425
2023-04-16,6,食用菌,85.949,105.50999999999999,71.75185714285713,28.104,72.08175372113269
2023-04-17,0,花叶类,106.884,172.48675,148.21357142857144,107.549,131.58942581656504
2023-04-17,0,花菜类,14.475,28.852333333333334,19.1,20.254,14.948406788043409
2023-04-17,0,水生根茎类,7.066,25.133666666666667,18.632857142857144,9.701,12.031873620283447
2023-04-17,0,茄类,9.19,13.751583333333334,14.425857142857144,32.008,11.547921893298675
2023-04-17,0,辣椒类,68.456,102.51441666666666,97.61742857142858,85.746,71.17514747745611
2023-04-17,0,食用菌,39.144999999999996,81.42433333333334,72.04342857142856,40.244,56.2054243167677
2023-04-18,1,花叶类,182.607,160.19825,145.85257142857145,112.679,120.78009160152715
2023-04-18,1,花菜类,16.779,32.10958333333333,18.544285714285714,12.087,16.27795129898054
2023-04-18,1,水生根茎类,15.097,26.208999999999993,17.089714285714287,3.024,11.776996576688967
2023-04-18,1,茄类,16.152,14.237916666666669,13.907571428571428,23.28,11.629599758595056
2023-04-18,1,辣椒类,78.486,113.76116666666667,96.8557142857143,62.95,78.67344966824908
2023-04-18,1,食用菌,66.338,70.10491666666667,70.23942857142856,28.667,47.83549370358758
2023-04-19,2,花叶类,156.553,162.79399999999998,149.24200000000002,101.391,126.31781728526435
2023-04-19,2,花菜类,19.103,34.73466666666666,18.68585714285714,7.869,17.972932477556217
2023-04-19,2,水生根茎类,12.216,31.381,18.163999999999998,5.106,15.30016315702645
2023-04-19,2,茄类,13.945,12.859249999999998,14.305571428571428,16.985,10.987575030276457
2023-04-19,2,辣椒类,76.651,110.55816666666668,95.84471428571429,53.306,76.51836264726859
2023-04-19,2,食用菌,58.407000000000004,87.94758333333333,70.80128571428573,23.736,61.47373762160258
2023-04-20,3,花叶类,122.087,168.46841666666666,154.72385714285716,105.275,137.24225210277316
2023-04-20,3,花菜类,19.807,31.70183333333333,18.948428571428572,11.413,17.085998161879854
2023-04-20,3,水生根茎类,12.171,28.0605,17.18228571428571,2.772,13.533238787634348
2023-04-20,3,茄类,10.307,12.912916666666668,15.012285714285715,18.031,11.962347463449003
2023-04-20,3,辣椒类,70.384,118.36008333333335,94.65357142857144,51.324,82.73691309196164
2023-04-20,3,食用菌,55.919,85.70549999999999,70.07657142857143,33.394,61.51763747244599
2023-04-21,4,花叶类,215.684,178.42383333333336,158.98614285714285,112.794,153.64667398643493
2023-04-21,4,花菜类,26.17,36.478833333333334,18.953,8.548,20.438298830074874
2023-04-21,4,水生根茎类,28.934,36.65508333333334,16.770714285714284,3.552,18.667227278050895
2023-04-21,4,茄类,30.95,15.979333333333335,15.170714285714286,11.668,15.672800718858227
2023-04-21,4,辣椒类,125.533,148.7005833333333,93.72257142857143,59.831,107.69397477584555
2023-04-21,4,食用菌,89.492,109.46141666666666,70.70328571428571,27.479,83.09426085827509
2023-04-22,5,花叶类,330.85,230.62424999999996,170.97971428571427,114.043,213.18151288234566
2023-04-22,5,花菜类,40.026,38.27700000000001,20.094,18.726,22.794175478711974
2023-04-22,5,水生根茎类,27.103,48.004250000000006,17.141571428571428,7.417,25.021334286945066
2023-04-22,5,茄类,39.651,20.379083333333337,16.874285714285715,20.471,21.98813593864196
2023-04-22,5,辣椒类,185.589,176.94708333333335,98.82414285714286,69.833,135.1716355406124
2023-04-22,5,食用菌,158.36,125.14425,71.62742857142857,26.309,96.28299651048962
2023-04-23,6,花叶类,279.352,230.67599999999996,188.50557142857141,118.653,233.52220855593487
2023-04-23,6,花菜类,22.853,40.044000000000004,22.83314285714286,19.648,27.04462444246076
2023-04-23,6,水生根茎类,10.291,41.6595,17.006428571428568,9.767,21.63058568863482
2023-04-23,6,茄类,21.876,18.99475,20.156714285714287,25.194,24.104020837740656
2023-04-23,6,辣椒类,154.222,156.84333333333333,105.48185714285715,86.55,126.85789667628961
2023-04-23,6,食用菌,81.715,105.01400000000001,79.08714285714287,27.473,88.50774719858477
2023-04-24,0,花叶类,188.222,157.11441666666667,199.14528571428568,99.189,168.15072332195976
2023-04-24,0,花菜类,17.855999999999998,24.55708333333334,22.744714285714288,15.603,16.75869505791251
2023-04-24,0,水生根茎类,13.28,21.826166666666666,16.125428571428568,4.52,10.880168719006237
2023-04-24,0,茄类,25.565,11.9305,20.29585714285714,13.679,15.342497235196936
2023-04-24,0,辣椒类,73.395,97.87408333333333,108.47442857142858,63.739,81.20020180655168
2023-04-24,0,食用菌,60.294,72.47491666666666,78.48228571428571,32.921,61.084906837560304
2023-04-25,1,花叶类,163.704,158.29491666666667,210.76499999999996,116.365,179.483719715469
2023-04-25,1,花菜类,15.89,26.056083333333333,23.22771428571429,16.833,18.603116765156315
2023-04-25,1,水生根茎类,9.993,20.397583333333333,17.013142857142856,4.202,10.998093504742881
2023-04-25,1,茄类,19.3,12.996416666666667,22.635142857142856,20.592,18.711869644514227
2023-04-25,1,辣椒类,70.192,105.13908333333335,109.17999999999999,94.828,88.61236579392998
2023-04-25,1,食用菌,68.882,71.58999999999999,81.50357142857142,28.121,62.573964000718824
2023-04-26,2,花叶类,148.39,155.41741666666667,208.06457142857138,91.764,174.81346176511798
2023-04-26,2,花菜类,21.236,26.7985,23.100714285714282,9.969,19.690610865114206
2023-04-26,2,水生根茎类,4.702,24.296583333333334,16.284,4.905,12.936320072746613
2023-04-26,2,茄类,18.526,10.890583333333334,23.084857142857146,14.113,16.200657315289913
2023-04-26,2,辣椒类,47.263,105.22091666666667,107.99514285714285,61.328,88.2526382713807
2023-04-26,2,食用菌,45.674,79.00891666666666,81.86699999999999,13.139,70.17582750393287
2023-04-27,3,花叶类,141.667,155.96525,206.8984285714286,88.807,175.75268942115585
2023-04-27,3,花菜类,14.24,28.339916666666667,23.405428571428576,9.138,21.392060400871568
2023-04-27,3,水生根茎类,11.675,22.997500000000002,15.210571428571427,2.398,11.728180965909138
2023-04-27,3,茄类,18.48,11.035583333333333,23.73928571428572,24.953,17.05648881619313
2023-04-27,3,辣椒类,66.698,105.33333333333333,103.79685714285714,64.366,86.24798507780865
2023-04-27,3,食用菌,62.808,73.28991666666667,80.048,27.102,64.89550949101906
2023-04-28,4,花叶类,164.327,172.80291666666668,209.69557142857138,111.594,199.063364681088
2023-04-28,4,花菜类,22.806,32.88608333333334,22.610142857142858,11.202,24.462710733483622
2023-04-28,4,水生根茎类,14.078,31.780083333333337,15.139714285714286,2.1390000000000002,16.60008815045141
2023-04-28,4,茄类,22.141000000000002,15.912666666666667,24.906857142857145,21.918,26.05420338329032
2023-04-28,4,辣椒类,84.338,135.45399999999998,103.27028571428572,80.389,112.49595507205743
2023-04-28,4,食用菌,81.778,98.93483333333332,81.03214285714286,16.357,90.37977047333506
2023-04-29,5,花叶类,169.132,238.57483333333332,202.35885714285715,106.05199999999999,266.37114391984346
2023-04-29,5,花菜类,27.577,37.977,22.12957142857143,21.479,27.861258284857602
2023-04-29,5,水生根茎类,24.692999999999998,44.94008333333334,13.017428571428573,7.1499999999999995,20.576291843803574
2023-04-29,5,茄类,37.234,21.163333333333338,23.64842857142857,29.707,33.096269216017355
2023-04-29,5,辣椒类,161.482,171.88424999999998,97.38528571428571,96.804,136.5941244543718
2023-04-29,5,食用菌,127.524,124.73783333333336,79.93014285714285,24.064,113.56060038074361
2023-04-30,6,花叶类,132.248,234.81416666666667,179.25628571428572,141.039,233.1065373177515
2023-04-30,6,花菜类,25.487000000000002,38.59433333333333,20.351142857142857,28.319,26.160819774323695
2023-04-30,6,水生根茎类,16.983,38.47766666666667,12.673142857142858,9.22,17.312351547019023
2023-04-30,6,茄类,43.783,19.542916666666667,23.30314285714286,35.229,29.638244067633778
2023-04-30,6,辣椒类,117.501,153.51841666666664,93.94142857142856,81.21,118.03406712108658
2023-04-30,6,食用菌,97.254,101.63508333333334,75.52499999999999,34.151,87.37036771479463
2023-05-01,0,花叶类,179.89,154.78458333333333,158.24142857142857,147.275,136.34915569942743
2023-05-01,0,花菜类,29.389,22.487916666666667,20.727428571428568,23.295,15.624523459064765
2023-05-01,0,水生根茎类,22.754,18.56758333333333,13.629142857142858,10.863,9.111593900714642
2023-05-01,0,茄类,31.862000000000002,12.79025,26.432714285714287,36.606,21.557547159370113
2023-05-01,0,辣椒类,138.857,91.17099999999999,88.69557142857141,65.841,66.40268139657204
2023-05-01,0,食用菌,83.717,68.01391666666666,77.74485714285713,33.083,60.31292795715946
2023-05-02,1,花叶类,199.057,155.03391666666667,157.05114285714288,115.468,135.73417270147687
2023-05-02,1,花菜类,22.365,24.25508333333333,22.375000000000004,13.734,18.247032208408466
2023-05-02,1,水生根茎类,20.191,17.840083333333336,14.982571428571429,8.503,9.693485483623997
2023-05-02,1,茄类,35.967,13.478083333333336,27.332285714285714,47.127,23.18863873380141
2023-05-02,1,辣椒类,103.643,97.82725,98.0472857142857,57.464,78.9003567962594
2023-05-02,1,食用菌,66.312,68.628,81.09100000000001,42.191,63.64382740109359
2023-05-03,2,花叶类,252.366,154.74824999999998,162.10157142857142,88.193,139.47260080886647
2023-05-03,2,花菜类,32.371,25.792583333333337,23.300000000000004,27.601,20.288787685320198
2023-05-03,2,水生根茎类,11.586,21.998333333333335,16.43942857142857,2.8680000000000003,13.179354733839572
2023-05-03,2,茄类,22.717,11.377000000000002,29.713285714285714,42.378,20.938034183899948
2023-05-03,2,辣椒类,95.795,97.75041666666665,102.826,67.711,82.9330388196208
2023-05-03,2,食用菌,72.027,75.12166666666668,80.72385714285714,18.375,69.58042935068633
2023-05-04,3,花叶类,121.428,150.71349999999998,176.95528571428574,105.769,147.8476110233977
2023-05-04,3,花菜类,32.652,26.047666666666668,24.89071428571429,26.182,21.965528329320062
2023-05-04,3,水生根茎类,9.037,21.28275,17.422857142857143,6.398,13.62744134041843
2023-05-04,3,茄类,25.655,11.267166666666668,30.311999999999994,44.495,21.05207316580381
2023-05-04,3,辣椒类,76.542,99.00291666666668,109.75914285714285,51.194,90.04607573414788
2023-05-04,3,食用菌,55.952,68.03616666666667,84.48857142857143,27.071,66.41226904303254
2023-05-05,4,花叶类,115.371,170.72333333333333,174.064,90.652,165.4319638133185
2023-05-05,4,花菜类,28.675,30.346166666666665,27.520999999999997,18.79,28.516082764573092
2023-05-05,4,水生根茎类,13.454,28.37241666666667,17.046000000000003,1.193,18.113783740763083
2023-05-05,4,茄类,22.324,16.52558333333333,31.337,26.05,31.685372339304518
2023-05-05,4,辣椒类,66.977,126.84433333333332,111.16542857142858,32.252,118.05457466682347
2023-05-05,4,食用菌,63.126,95.29625,83.50914285714286,16.992,92.77090927000927
2023-05-06,5,花叶类,163.827,231.60875,167.07028571428575,95.683,217.25876558666303
2023-05-06,5,花菜类,34.087,36.947583333333334,28.359428571428573,20.488,35.930538440624716
2023-05-06,5,水生根茎类,17.781,39.86408333333333,16.956857142857142,3.42,26.1010026253564
2023-05-06,5,茄类,23.097,22.541333333333338,31.363142857142858,32.15,43.20798055729746
2023-05-06,5,辣椒类,94.505,165.93516666666667,108.68528571428571,56.612,153.35770459943353
2023-05-06,5,食用菌,99.697,124.819,80.84457142857143,19.454,118.60856408476715
2023-05-07,6,花叶类,238.132,222.38891666666666,166.31242857142857,113.896,209.1976682208995
2023-05-07,6,花菜类,54.158,37.41908333333334,29.289428571428573,23.375,37.66134261988507
2023-05-07,6,水生根茎类,18.818,32.9335,15.96942857142857,4.66,20.89685164113272
2023-05-07,6,茄类,39.966,21.918083333333332,29.343571428571433,34.564,39.1004112074466
2023-05-07,6,辣椒类,134.833,151.62691666666663,99.11714285714285,86.212,128.35137719447061
2023-05-07,6,食用菌,115.423,100.3415,76.86928571428572,34.837,90.81559564942494
2023-05-08,0,花叶类,142.341,154.80358333333334,181.43871428571427,116.519,158.28400557267162
2023-05-08,0,花菜类,17.863,22.049833333333336,33.385285714285715,42.607,25.108958646585194
2023-05-08,0,水生根茎类,9.628,19.490083333333335,16.231571428571428,4.476,12.530320793138607
2023-05-08,0,茄类,21.757,14.414,28.79828571428572,33.433,24.774094717184298
2023-05-08,0,辣椒类,85.984,95.12883333333333,101.59314285714285,86.554,82.19856704485156
2023-05-08,0,食用菌,58.128,68.36733333333333,79.46485714285713,35.067,63.66682316588078
2023-05-09,1,花叶类,145.033,158.74341666666666,176.07457142857143,91.68,157.63417222182665
2023-05-09,1,花菜类,25.81,23.299666666666667,31.738714285714284,29.087,25.377180179992234
2023-05-09,1,水生根茎类,7.406,17.384916666666665,14.356428571428571,3.5380000000000003,9.95590330676146
2023-05-09,1,茄类,17.224,15.438583333333332,27.354714285714287,34.866,25.050219729793927
2023-05-09,1,辣椒类,81.721,98.13608333333333,94.03985714285714,55.773,78.59617306252251
2023-05-09,1,食用菌,49.033,68.83675000000001,75.8092857142857,34.581,61.200287191102994
2023-05-10,2,花叶类,159.328,162.3373333333333,168.35685714285714,95.42,154.29436530479595
2023-05-10,2,花菜类,26.422,25.496499999999997,32.23085714285714,22.638,28.309670162849145
2023-05-10,2,水生根茎类,10.336,19.68491666666667,12.530000000000001,5.181,9.980182551535872
2023-05-10,2,茄类,28.106,12.567666666666668,24.677142857142858,13.224,18.289899635333725
2023-05-10,2,辣椒类,99.29,97.90208333333334,90.90814285714285,59.294,75.88559153750039
2023-05-10,2,食用菌,78.595,74.84291666666668,73.34085714285713,9.417,64.59523977187129
2023-05-11,3,花叶类,158.484,143.86208333333332,155.06571428571428,86.213,126.29086944184272
2023-05-11,3,花菜类,23.274,26.199250000000003,31.381,19.261,28.3708214150696
2023-05-11,3,水生根茎类,9.518,18.47275,12.351428571428572,2.043,9.368702169102038
2023-05-11,3,茄类,13.908,12.291583333333334,25.447,15.419,18.26966198706416
2023-05-11,3,辣椒类,75.742,93.87058333333333,91.40742857142855,42.635,73.43051816464538
2023-05-11,3,食用菌,42.217,65.30966666666667,74.27914285714284,20.87,57.16374616831057
2023-05-12,4,花叶类,142.706,165.68366666666668,160.35942857142854,79.619,150.57698800522977
2023-05-12,4,花菜类,21.507,30.06941666666667,30.041285714285717,24.59,31.276243411366295
2023-05-12,4,水生根茎类,16.347,25.388833333333334,12.420142857142858,5.134,13.18700494204641
2023-05-12,4,茄类,24.496,17.31975,23.768857142857144,22.173,24.028249758422774
2023-05-12,4,辣椒类,88.881,121.97008333333333,91.29314285714284,37.193,95.74484831670368
2023-05-12,4,食用菌,67.921,91.91508333333333,72.317,21.925,78.96118904363354
2023-05-13,5,花叶类,179.071,224.93533333333335,164.26442857142857,102.98,210.74736312805283
2023-05-13,5,花菜类,45.087,35.33675,29.017285714285716,21.993,35.94337302989146
2023-05-13,5,水生根茎类,20.655,34.91675,12.833428571428572,2.7920000000000003,19.284117801740226
2023-05-13,5,茄类,33.208,23.05616666666667,24.07914285714286,45.528,32.245676120150584
2023-05-13,5,辣椒类,135.703,160.0689166666667,94.42228571428572,58.386,130.9094962784101
2023-05-13,5,食用菌,95.606,121.16616666666668,73.002,26.1,106.13498859568547
2023-05-14,6,花叶类,199.50900000000001,216.45766666666668,166.44214285714287,159.404,207.2032820967652
2023-05-14,6,花菜类,43.642,37.86483333333333,30.588714285714282,48.521,40.65956738032885
2023-05-14,6,水生根茎类,15.86,28.327749999999998,13.244,11.341,16.568940149625934
2023-05-14,6,茄类,32.974000000000004,22.912583333333334,25.523571428571426,51.014,33.854045537268895
2023-05-14,6,辣椒类,110.866,149.6291666666667,100.30771428571428,79.242,130.28874744693496
2023-05-14,6,食用菌,97.677,100.86183333333332,72.41757142857142,26.77,87.80108121812765
2023-05-15,0,花叶类,171.35,147.81625,160.92457142857145,156.705,137.03956439625327
2023-05-15,0,花菜类,27.764,20.738333333333333,29.086428571428574,43.781,21.092697839708098
2023-05-15,0,水生根茎类,7.475,17.754416666666668,12.821428571428571,6.072,10.12576999035939
2023-05-15,0,茄类,21.584,15.048499999999999,24.524714285714285,43.627,21.10880010446004
2023-05-15,0,辣椒类,78.687,93.37283333333333,96.88385714285714,63.751,78.49982858113916
2023-05-15,0,食用菌,61.585,64.61575,69.88242857142858,34.51,54.31913380027978
2023-05-16,1,花叶类,194.936,157.47241666666665,165.0687142857143,82.78,149.64533817665807
2023-05-16,1,花菜类,26.009,22.3205,30.500857142857146,23.633,23.896810716345833
2023-05-16,1,水生根茎类,9.603,14.705333333333334,12.513857142857143,4.6370000000000005,8.317516900074615
2023-05-16,1,茄类,14.181000000000001,15.682166666666665,24.5,19.412,21.8742444571383
2023-05-16,1,辣椒类,80.294,95.89016666666667,95.84142857142857,41.681,79.98001766027012
2023-05-16,1,食用菌,57.535,66.66708333333334,70.37628571428571,18.527,56.54154632502734
2023-05-17,2,花叶类,150.478,160.24175,172.19771428571428,67.12,158.74734876952
2023-05-17,2,花菜类,19.914,25.08541666666667,30.52928571428572,15.163,26.938189347408212
2023-05-17,2,水生根茎类,12.893,17.11216666666667,12.827714285714285,1.853,10.081628456127719
2023-05-17,2,茄类,14.296,14.348583333333332,24.065285714285718,23.194,19.566814926791995
2023-05-17,2,辣椒类,67.717,97.37233333333334,95.63757142857142,41.52,81.24268398669984
2023-05-17,2,食用菌,54.7,75.36541666666668,71.59085714285713,12.789,65.15090993658444
2023-05-18,3,花叶类,112.688,144.12316666666663,170.93342857142858,92.724,141.7749564075885
2023-05-18,3,花菜类,22.684,25.292166666666663,29.59957142857143,20.24,26.48052141123371
2023-05-18,3,水生根茎类,8.812,16.534000000000002,13.193,0.9259999999999999,10.121119294490295
2023-05-18,3,茄类,11.595,12.834416666666668,22.09242857142857,21.794,15.997661064395036
2023-05-18,3,辣椒类,53.892,91.35325,91.12714285714286,40.714,72.89612236833402
2023-05-18,3,食用菌,49.756,62.602666666666664,68.1772857142857,20.598,51.676173853041945
2023-05-19,4,花叶类,141.327,164.19174999999998,164.3911428571429,92.356,155.8121401084227
2023-05-19,4,花菜类,20.153,28.645500000000002,29.515285714285714,17.603,30.094186409016647
2023-05-19,4,水生根茎类,9.66,24.3785,13.092142857142857,3.425,14.960593328727784
2023-05-19,4,茄类,15.232,18.670833333333334,21.762,21.799,22.876976490747126
2023-05-19,4,辣椒类,71.713,118.01691666666666,88.00571428571429,31.666,91.68214632292293
2023-05-19,4,食用菌,60.947,88.83550000000001,69.25428571428571,13.195,75.04528440843669
2023-05-20,5,花叶类,177.822,216.03999999999996,164.19414285714285,90.647,206.6840434872183
2023-05-20,5,花菜类,27.242,35.053333333333335,29.32185714285714,13.908,36.99936640803823
2023-05-20,5,水生根茎类,11.094,31.159249999999997,12.136857142857142,3.575,18.25993204444914
2023-05-20,5,茄类,33.825,24.067333333333337,20.43857142857143,22.675,27.797437597799522
2023-05-20,5,辣椒类,92.262,156.28625,85.55314285714284,37.853,119.30834232816088
2023-05-20,5,食用菌,82.754,117.94025,68.25800000000001,14.719,99.18502260617656
2023-05-21,6,花叶类,197.446,213.88308333333336,164.0157142857143,154.655,205.09635630380075
2023-05-21,6,花菜类,29.13,37.68458333333334,26.77257142857143,26.494,36.59011990401601
2023-05-21,6,水生根茎类,13.615,25.62708333333333,10.770999999999999,4.691,13.599096069545086
