日期,品类,净销量_kg,加权均售价,加权均批发价,加成率,星期
2023-04-11,茄类,13.366000000000001,8.345054616190334,5.8469863833607665,0.42724030278888936,1
2023-04-11,辣椒类,85.563,6.484127485011045,4.4608389140165725,0.4535668312605998,1
2023-04-11,食用菌,62.404999999999994,5.865390593702429,4.111353897924847,0.42663237933929987,1
2023-04-12,花叶类,118.17999999999999,4.49078524284989,3.0993084278219674,0.4489636470306959,2
2023-04-12,花菜类,17.265,10.017700550246161,7.510860121633361,0.3337620975515712,2
2023-04-12,水生根茎类,19.088,10.302231768650461,6.1343917644593455,0.6794218830851682,2
2023-04-12,茄类,8.997999999999998,8.817515003334075,5.914293176261393,0.49088229828131347,2
2023-04-12,辣椒类,84.989,6.212451023073574,4.00296591323583,0.5519620096019476,2
2023-04-12,食用菌,63.48,5.448815374921234,3.854180844360429,0.41374149137141025,2
2023-04-13,花叶类,92.251,5.226920033387172,3.5214110416147246,0.48432545125160825,3
2023-04-13,花菜类,19.775000000000002,10.013426042983562,7.258162831858407,0.3796089003447844,3
2023-04-13,水生根茎类,15.052,9.433444060589954,5.421568562317301,0.7399842780108432,3
2023-04-13,茄类,9.198,9.065079365079363,5.6386529680365305,0.6076675433771143,3
2023-04-13,辣椒类,76.901,6.781428069856046,4.168215887959844,0.6269378199542474,3
2023-04-13,食用菌,51.532000000000004,6.652243266319957,4.597345338818598,0.44697489008502805,3
2023-04-14,花叶类,131.729,3.9011015038450156,2.672531257354113,0.4597028540303115,4
2023-04-14,花菜类,18.183,10.923912445691029,7.415297805642633,0.47315896569636523,4
2023-04-14,水生根茎类,26.337999999999997,10.986156883590251,6.6584023084516675,0.6499689226716239,4
2023-04-14,茄类,19.025,8.626207621550593,5.399809198423128,0.5975023013905102,4
2023-04-14,辣椒类,89.82199999999999,6.7796063325243265,4.4162057179755525,0.5351654260418349,4
2023-04-14,食用菌,83.023,5.057042024499235,3.6800019271768067,0.37419548265803604,4
2023-04-15,花叶类,208.16900000000004,4.221302883714674,2.8800432821409525,0.4657081405306739,5
2023-04-15,花菜类,20.852000000000004,10.932476501055053,7.380997026664109,0.48116527639302664,5
2023-04-15,水生根茎类,28.049000000000003,10.082584049342222,5.9155684694641515,0.7044150704007539,5
2023-04-15,茄类,16.674,9.180700491783616,5.846514333693175,0.570286151335624,5
2023-04-15,辣椒类,138.985,6.256833471237902,3.9708923984602644,0.575674393409407,5
2023-04-15,食用菌,106.142,5.801303913625145,4.024885530704151,0.44135873414770405,5
2023-04-16,花叶类,204.87399999999997,4.56474808906938,3.2999055028944615,0.3832966080590736,6
2023-04-16,花菜类,23.472,10.364008179959098,7.002453987730061,0.48005373517901967,6
2023-04-16,水生根茎类,16.458,11.689318264673718,7.635466034755135,0.5309240079736125,6
2023-04-16,茄类,20.901999999999997,9.087216534302934,5.4913046598411634,0.6548374379515455,6
2023-04-16,辣椒类,133.27400000000003,6.669533442381858,4.207454867416,0.5851705253057031,6
2023-04-16,食用菌,85.949,5.744027271986876,3.8372865303842985,0.49689819264333646,6
2023-04-17,花叶类,106.88399999999999,4.0943864376333226,3.044246472811647,0.3449589165005332,0
2023-04-17,花菜类,14.475000000000001,10.764490500863555,7.042880829015544,0.5284215028196381,0
2023-04-17,水生根茎类,7.066000000000001,12.681488819699972,8.722570053778657,0.4538706759031752,0
2023-04-17,茄类,9.19,8.910119695321,5.134075081610447,0.735486831354654,0
2023-04-17,辣椒类,68.456,7.161765221456117,4.188282838611662,0.7099526219748115,0
2023-04-17,食用菌,39.145,6.650622046238344,4.208838165793844,0.5801562769244532,0
2023-04-18,花叶类,182.60700000000003,3.95575635107088,2.882759587529504,0.3722116711303434,1
2023-04-18,花菜类,16.779000000000003,10.655223791644314,6.841846951546576,0.5573607341853412,1
2023-04-18,水生根茎类,15.097,9.247400145724317,5.992385242101079,0.5431918630254734,1
2023-04-18,茄类,16.152,8.360079247152056,4.564474987617633,0.8315533045598938,1
2023-04-18,辣椒类,78.486,7.332451647427566,4.753656830517544,0.5424865338100692,1
2023-04-18,食用菌,66.338,5.803500256263378,3.7070018692152322,0.5655509387406843,1
2023-04-19,花叶类,156.553,4.094596718044369,2.917316116586715,0.4035492056428504,2
2023-04-19,花菜类,19.102999999999998,10.803119928806996,6.987222949274982,0.5461249780111803,2
2023-04-19,水生根茎类,12.216000000000001,10.091781270464963,6.584076620825147,0.5327557456644868,2
2023-04-19,茄类,13.945,8.887199713158838,4.6184919325923275,0.9242644228611901,2
2023-04-19,辣椒类,76.65100000000001,6.711017468787101,4.170233917365722,0.6092664348733599,2
2023-04-19,食用菌,58.407000000000004,5.505009673498039,3.7760992689232458,0.4578561847680958,2
2023-04-20,花叶类,122.087,4.430868151400231,3.3686622654336653,0.3153197923300342,3
2023-04-20,花菜类,19.807000000000002,9.985358711566617,6.745583884485282,0.48028085967958334,3
2023-04-20,水生根茎类,12.171,10.921567660833128,7.235625667570454,0.5094157938245475,3
2023-04-20,茄类,10.306999999999999,8.423013485980402,4.330406519840885,0.9450860900444733,3
2023-04-20,辣椒类,70.384,5.976025801318482,4.007766395771767,0.49111131018595505,3
2023-04-20,食用菌,55.919,6.120549366047317,4.3731019868023395,0.39958989854767385,3
2023-04-21,花叶类,215.684,4.231005545149387,3.0427828211642955,0.39050526896639554,4
2023-04-21,花菜类,26.17,10.378234619793657,7.004188765762323,0.48171829270568056,4
2023-04-21,水生根茎类,28.933999999999997,8.783728485518767,6.288575032833345,0.3967756510271325,4
2023-04-21,茄类,30.95,8.25951534733441,4.302522132471728,0.9196915420838182,4
2023-04-21,辣椒类,125.53300000000002,5.874206782280355,3.6867908836720225,0.5933116272734403,4
2023-04-21,食用菌,89.49199999999999,5.150802306351408,3.538786036740714,0.45552804065413066,4
2023-04-22,花叶类,330.84999999999997,4.542396252077982,3.258603143418467,0.3939703769243714,5
2023-04-22,花菜类,40.02600000000001,10.226113026532753,6.845582371458552,0.49382659818231484,5
2023-04-22,水生根茎类,27.103,8.229221857358965,5.300702136294874,0.5524776993243937,5
2023-04-22,茄类,39.650999999999996,8.229401528334721,4.161852664497744,0.9773409084215751,5
2023-04-22,辣椒类,185.589,6.525813491101304,3.6249300335688,0.8002591582923709,5
2023-04-22,食用菌,158.36,5.379734781510483,3.502181106339984,0.5361098178993574,5
2023-04-23,花叶类,279.3519999999999,3.965191586242449,2.8073611071336533,0.4124266294659021,6
2023-04-23,花菜类,22.853,11.392893711985296,7.92361615542817,0.437840184141234,6
2023-04-23,水生根茎类,10.291,10.661043630356621,6.806082013409776,0.5663995246239399,6
2023-04-23,茄类,21.875999999999998,7.5934357286524055,3.544514993600293,1.142305997396692,6
2023-04-23,辣椒类,154.222,6.470214366303121,3.453482447381048,0.8735333000490025,6
2023-04-23,食用菌,81.715,5.0062167288747474,3.3225913235024165,0.5067205808500049,6
2023-04-24,花叶类,188.222,4.119528004165295,2.9326445367704097,0.4047143977094294,0
2023-04-24,花菜类,17.856,10.095592517921148,6.941019825268817,0.45448259363387694,0
2023-04-24,水生根茎类,13.280000000000001,8.374427710843372,5.427974397590361,0.542827415427941,0
2023-04-24,茄类,25.56500000000001,6.873616272247209,4.1073420692352824,0.6734949649633053,0
2023-04-24,辣椒类,73.395,6.97941685400913,3.752110906737516,0.8601307443968326,0
2023-04-24,食用菌,60.294000000000004,6.427445516966862,4.169490164858859,0.541542314007218,0
2023-04-25,花叶类,163.70399999999998,4.066687435859845,2.888301751942531,0.4079856556278405,1
2023-04-25,花菜类,15.889999999999999,9.953429830081815,6.613908118313404,0.5049241162757511,1
2023-04-25,水生根茎类,9.993,8.06408485940158,5.458481937356148,0.4773493714824809,1
2023-04-25,茄类,19.300000000000004,6.1094300518134705,4.144791191709844,0.4740018903806725,1
2023-04-25,辣椒类,70.19200000000001,6.291038864827899,3.3755526270800083,0.8637063496977402,1
2023-04-25,食用菌,68.882,4.988870822566127,3.418963735083186,0.45917629115909403,1
2023-04-26,花叶类,148.39,4.164392479277581,3.066510276972842,0.3580233239552459,2
2023-04-26,花菜类,21.236,9.59118478056131,6.6944904878508185,0.4326982461125938,2
2023-04-26,水生根茎类,4.702,17.87520204168439,12.492203317737134,0.4309086705548708,2
2023-04-26,茄类,18.526000000000003,6.000000000000002,4.172436575623448,0.43800867700510904,2
2023-04-26,辣椒类,47.263,5.845851934917378,3.511035693883164,0.6649935929452016,2
2023-04-26,食用菌,45.67399999999999,5.293265315058896,3.4157424355213033,0.5496675803224166,2
2023-04-27,花叶类,141.66699999999997,3.9543803426344892,2.8975445940127207,0.3647349382665373,3
2023-04-27,花菜类,14.240000000000002,10.202022471910109,7.177400280898875,0.4214091554933368,3
2023-04-27,水生根茎类,11.674999999999999,14.02871092077088,10.438413704496789,0.34395046200625473,3
2023-04-27,茄类,18.480000000000004,6.183658008658006,4.26004329004329,0.45154816222423133,3
2023-04-27,辣椒类,66.698,5.884728177756455,3.266951782662149,0.8012901840140266,3
2023-04-27,食用菌,62.808,5.317252579289263,3.689622341103044,0.44113735437205337,3
2023-04-28,花叶类,164.327,4.154041636493091,2.934934551230169,0.4153779459074946,4
2023-04-28,花菜类,22.805999999999997,10.069455406471983,7.340907655880032,0.37169078791045645,4
2023-04-28,水生根茎类,14.078,10.0447222616849,7.299357863332859,0.37611039899042814,4
2023-04-28,茄类,22.141000000000005,7.378393026511899,4.194002529244388,0.7592724313023308,4
2023-04-28,辣椒类,84.338,5.822923237449312,3.208234722189286,0.8149928984858605,4
2023-04-28,食用菌,81.778,5.499885054660177,3.8031255349849595,0.44614870165781356,4
2023-04-29,花叶类,169.132,4.80388690490268,3.295574344299127,0.45767820811347143,5
2023-04-29,花菜类,27.576999999999995,9.672698263045291,7.490172970228814,0.2913851658020928,5
2023-04-29,水生根茎类,24.692999999999998,8.02039444376949,5.4103875592273125,0.4824066401843729,5
2023-04-29,茄类,37.23400000000001,7.26521458881667,4.176917065048075,0.7393724787142859,5
2023-04-29,辣椒类,161.482,5.729301098574455,3.3656919037415935,0.7022654664870749,5
2023-04-29,食用菌,127.524,4.717803707537405,3.233988112041655,0.4588191248974626,5
2023-04-30,花叶类,132.24800000000002,4.906828080575886,3.5273761417942042,0.39107026960839575,6
2023-04-30,花菜类,25.487000000000002,10.095687997802798,7.722224663553968,0.3073548669790321,6
2023-04-30,水生根茎类,16.983,13.231254784195961,9.583581817111229,0.3806168754746696,6
2023-04-30,茄类,43.782999999999994,7.1962862298152235,4.477841171230844,0.6070883165865277,6
2023-04-30,辣椒类,117.50099999999998,6.502288491161781,3.896615177743169,0.6687017307487261,6
2023-04-30,食用菌,97.254,4.529185431961667,3.1632444937997404,0.43181642798692954,6
2023-05-01,花叶类,179.89000000000004,4.805535605092,3.5833872366446156,0.3410595304770273,0
2023-05-01,花菜类,29.388999999999996,9.98322501616251,7.756309503555752,0.28711019223586504,0
2023-05-01,水生根茎类,22.754,11.64895842489233,8.746409422519118,0.33185606368941584,0
2023-05-01,茄类,31.862000000000013,8.0,4.954051220890088,0.6148399851551495,0
2023-05-01,辣椒类,138.857,6.5254355199953915,3.8542543047883786,0.6930474753283506,0
2023-05-01,食用菌,83.717,4.835887573611094,3.262754995998423,0.48214854610353086,0
2023-05-02,花叶类,199.05700000000002,4.9381443506131415,3.698362579562638,0.3352245066239877,1
2023-05-02,花菜类,22.365,10.35171026156942,7.450414486921529,0.38941400907839824,1
2023-05-02,水生根茎类,20.191,10.058441880045567,7.00785746124511,0.4353091420124931,1
2023-05-02,茄类,35.967000000000006,8.0,5.372183946395307,0.48915228514614384,1
2023-05-02,辣椒类,103.643,6.975338421311618,4.497996873884391,0.5507655111569338,1
2023-05-02,食用菌,66.31200000000001,5.673219025214137,4.044664163349016,0.40264278963439665,1
2023-05-03,花叶类,252.366,4.939899986527504,3.5598388055443286,0.38767518878489005,2
2023-05-03,花菜类,32.371,10.380124185227517,6.684919217818417,0.5527673330082525,2
2023-05-03,水生根茎类,11.586000000000002,9.406559640945966,6.33319868807181,0.48527783577398936,2
2023-05-03,茄类,22.716999999999995,8.0,5.31,0.5065913370998117,2
2023-05-03,辣椒类,95.79500000000002,7.433453729317813,4.218261809071454,0.7622077684538276,2
2023-05-03,食用菌,72.027,5.574831660349591,3.7000013883682508,0.5067106941838648,2
2023-05-04,花叶类,121.428,5.31207299799058,3.806454359785223,0.39554359408904366,3
2023-05-04,花菜类,32.652,10.196159500183757,6.89096900649271,0.4796408880343067,3
2023-05-04,水生根茎类,9.037,10.289742171074472,7.200161558039173,0.4290987900939112,3
2023-05-04,茄类,25.655,8.0,5.809999999999999,0.37693631669535316,3
2023-05-04,辣椒类,76.54200000000002,7.290866452405214,4.723378667920879,0.5435701782543053,3
2023-05-04,食用菌,55.952,4.330922933943381,3.0090229124964254,0.43931204908979754,3
2023-05-05,花叶类,115.371,5.872545093654384,4.152846295862912,0.4141012393125759,4
2023-05-05,花菜类,28.675,10.343748910200523,7.154373496076722,0.44579380932135765,4
2023-05-05,水生根茎类,13.454,7.9993459194291665,5.349033001337892,0.4954751480180403,4
2023-05-05,茄类,22.323999999999995,8.0,5.839999999999999,0.3698630136986304,4
2023-05-05,辣椒类,66.977,7.972859339773355,5.20080669483554,0.5330043602063684,4
2023-05-05,食用菌,63.126,4.634264803725881,3.2809880239520957,0.4124601400232189,4
2023-05-06,花叶类,163.82699999999997,5.545332576437341,3.8280296898557635,0.4486127396379424,5
2023-05-06,花菜类,34.087,9.799967729632998,6.032738580690584,0.6244641796679957,5
2023-05-06,水生根茎类,17.781,8.253034137562567,5.592841797424218,0.47564233648867016,5
2023-05-06,茄类,23.097,8.0,6.47,0.23647604327666155,5
2023-05-06,辣椒类,94.505,7.295355801280356,4.59070641764986,0.589157558242441,5
2023-05-06,食用菌,99.697,4.576127666830497,2.9977642256035786,0.5265135355697048,5
2023-05-07,花叶类,238.132,5.232824651873752,3.5468557774679588,0.4753418182707667,6
2023-05-07,花菜类,54.15799999999999,10.52481627829684,6.475569998892131,0.6253111741665168,6
2023-05-07,水生根茎类,18.817999999999998,8.570049952173454,5.696840790732277,0.5043513180349651,6
2023-05-07,茄类,39.965999999999994,8.0,6.22,0.2861736334405145,6
2023-05-07,辣椒类,134.833,7.020343684409602,4.131968731690313,0.6990311738244223,6
2023-05-07,食用菌,115.423,4.791421120573889,3.2293345347114526,0.4837177966766494,6
2023-05-08,花叶类,142.34099999999998,5.795663933792793,3.9308539352681238,0.4744032796012478,0
2023-05-08,花菜类,17.863000000000003,11.328220343727253,7.53761070368919,0.5028927320673109,0
2023-05-08,水生根茎类,9.628,14.248442044038221,9.70679476526797,0.4678833114944171,0
2023-05-08,茄类,21.756999999999998,8.0,6.04,0.32450331125827814,0
2023-05-08,辣椒类,85.98400000000001,7.5111183475995515,4.36167147376256,0.7220733823678258,0
2023-05-08,食用菌,58.128,5.639172171758878,3.7784501445086707,0.4924564189246872,0
2023-05-09,花叶类,145.03300000000002,4.879449504595505,3.260321030386188,0.49661627156315025,1
2023-05-09,花菜类,25.810000000000002,9.994451762882605,6.504531576908175,0.5365367428400291,1
2023-05-09,水生根茎类,7.406,14.419389684039968,9.185598163651095,0.5697823295928442,1
2023-05-09,茄类,17.224000000000004,8.0,6.04,0.32450331125827814,1
2023-05-09,辣椒类,81.721,7.71886785526364,4.463694032133723,0.7292555895848193,1
2023-05-09,食用菌,49.033,5.99188709644525,3.9168154100299803,0.5297854172809708,1
2023-05-10,花叶类,159.328,5.151289164490862,3.394518854187588,0.517531463446157,2
2023-05-10,花菜类,26.422000000000004,10.000030277798805,6.509191961244418,0.5362936501702147,2
2023-05-10,水生根茎类,10.335999999999999,7.869736842105264,4.937999226006192,0.5937096143431829,2
2023-05-10,茄类,28.10600000000001,8.0,5.72,0.39860139860139865,2
2023-05-10,辣椒类,99.29,6.86137173934938,3.5529026085204953,0.9312017511807344,2
2023-05-10,食用菌,78.595,4.432169985368026,2.949934219734079,0.502464006050807,2
2023-05-11,花叶类,158.48399999999998,5.062701597637618,3.4738039802125136,0.4573941496053851,3
2023-05-11,花菜类,23.274,9.76430781129157,6.4474533814557,0.5144441120545168,3
2023-05-11,水生根茎类,9.517999999999999,15.29262450094558,10.248638369405342,0.49216158768932217,3
2023-05-11,茄类,13.908,8.0,4.59,0.7429193899782136,3
2023-05-11,辣椒类,75.742,7.073512714214041,3.663736104143011,0.9306829185145731,3
2023-05-11,食用菌,42.217,6.625468413198476,3.900147570883768,0.6987737752951626,3
2023-05-12,花叶类,142.70600000000002,5.2981234145726175,3.5400309727691894,0.49663193777882686,4
2023-05-12,花菜类,21.507,9.328869670339888,7.215623750406844,0.2928708581588516,4
2023-05-12,水生根茎类,16.347,17.383201810729798,12.014763565180155,0.4468201322835723,4
2023-05-12,茄类,24.49599999999999,7.000000000000003,4.51,0.5521064301552113,4
2023-05-12,辣椒类,88.881,7.57279396046399,3.9096623575342315,0.9369432109324253,4
2023-05-12,食用菌,67.92099999999999,5.6259477922881,3.3086058803610086,0.7003982933362379,4
2023-05-13,花叶类,179.071,5.378760379961022,3.630582338848836,0.4815145004166159,5
2023-05-13,花菜类,45.08699999999999,8.72847605740014,6.38605451682303,0.3668026219328974,5
2023-05-13,水生根茎类,20.655,17.57372064875333,11.779603969983052,0.4918770353854786,5
2023-05-13,茄类,33.20800000000001,6.9999999999999964,4.58,0.5283842794759818,5
2023-05-13,辣椒类,135.703,7.1403874637996205,3.5981455089423227,0.9844632314212725,5
2023-05-13,食用菌,95.606,6.398931029433299,3.7588843796414437,0.7023484585188774,5
2023-05-14,花叶类,199.509,5.316479958297621,3.5208640211719784,0.5099929807933741,6
2023-05-14,花菜类,43.641999999999996,8.58049585261904,6.016092067274644,0.4262574037544772,6
2023-05-14,水生根茎类,15.86,11.243203026481716,7.15484552332913,0.5714110094791095,6
2023-05-14,茄类,32.974000000000004,6.999999999999999,4.6,0.5217391304347825,6
2023-05-14,辣椒类,110.866,7.1933342954557755,3.7700248047192106,0.9080336783066686,6
2023-05-14,食用菌,97.67699999999999,5.970824247263941,3.471151857653286,0.7201276383513191,6
2023-05-15,花叶类,171.34999999999997,4.802944849722791,3.2827766559673197,0.4630739014767152,0
2023-05-15,花菜类,27.764000000000003,10.038989338712,6.476465927099842,0.5500721306515779,0
2023-05-15,水生根茎类,7.475,9.821966555183947,6.198366555183946,0.5846056324257617,0
2023-05-15,茄类,21.584,6.977436990363232,4.645785303928836,0.5018853722023209,0
2023-05-15,辣椒类,78.68700000000001,6.975092454916312,3.593511507618793,0.9410241041744407,0
2023-05-15,食用菌,61.585,5.84875213120078,3.3761904684582285,0.732352539301988,0
2023-05-16,花叶类,194.936,4.953582714326754,3.3148085525505806,0.49437973137701063,1
2023-05-16,花菜类,26.008999999999993,10.54175477719251,6.944302356876467,0.518043748016492,1
2023-05-16,水生根茎类,9.603,10.201395397271686,6.404671456836405,0.5928054180488248,1
2023-05-16,茄类,14.181000000000003,6.999999999999998,4.67,0.4989293361884365,1
2023-05-16,辣椒类,80.294,7.496794281017261,3.948119660248587,0.8988265113892818,1
2023-05-16,食用菌,57.535,5.496390023463979,3.200226992265578,0.7175000513238121,1
2023-05-17,花叶类,150.47799999999995,5.164838713964834,3.4507686837943097,0.496721219889422,2
2023-05-17,花菜类,19.914,10.199256804258308,6.786818318770714,0.5028038655535549,2
2023-05-17,水生根茎类,12.893,13.58762118979291,8.524086713720623,0.5940266266791812,2
2023-05-17,茄类,14.296000000000003,7.000000000000001,4.33,0.6166281755196307,2
2023-05-17,辣椒类,67.71700000000001,7.825975752026816,4.24609300471078,0.8431004086213784,2
2023-05-17,食用菌,54.7,6.006577696526508,3.5590736745886655,0.6876800667018248,2
2023-05-18,花叶类,112.688,5.244274456907567,3.352157283827915,0.5644476117537642,3
2023-05-18,花菜类,22.684,10.310628636924703,7.195815552812554,0.43286449760301243,3
2023-05-18,水生根茎类,8.812,12.289559691330005,7.966158647299138,0.5427209318128107,3
2023-05-18,茄类,11.594999999999999,7.000000000000001,4.02,0.7412935323383089,3
2023-05-18,辣椒类,53.891999999999996,7.156193869219922,4.112350812736586,0.7401710591071374,3
2023-05-18,食用菌,49.756,5.996092933515556,3.479733097515878,0.7231473694910867,3
2023-05-19,花叶类,141.327,4.799691495609474,3.257595505458971,0.4733847365537892,4
2023-05-19,花菜类,20.153000000000002,9.953277427678263,6.907762119783654,0.44088306098039054,4
2023-05-19,水生根茎类,9.66,10.75167701863354,7.0758685300207045,0.5194851307676966,4
2023-05-19,茄类,15.232000000000001,7.0,4.01,0.745635910224439,4
2023-05-19,辣椒类,71.713,7.936608425250653,4.271616722212152,0.8579870202260336,4
2023-05-19,食用菌,60.947,5.7418609611629785,3.281805503142074,0.749604282053154,4
2023-05-20,花叶类,177.822,4.619608372417361,3.12173122560763,0.47982258514846254,5
2023-05-20,花菜类,27.242,10.06823654650907,7.330847955363042,0.3734068156663147,5
2023-05-20,水生根茎类,11.094000000000001,16.482170542635657,10.755407427438255,0.5324543169408705,5
2023-05-20,茄类,33.824999999999996,7.0,3.9599999999999995,0.7676767676767678,5
2023-05-20,辣椒类,92.262,6.92384296893629,3.6123277188875162,0.916726141079087,5
2023-05-20,食用菌,82.75399999999999,5.799067114580565,3.441385310679846,0.6850967244452374,5
2023-05-21,花叶类,197.446,5.47921355712448,3.388349219533442,0.6170746290073783,6
2023-05-21,花菜类,29.130000000000003,10.249639546858907,7.593427394438724,0.34980411538082795,6
2023-05-21,水生根茎类,13.615000000000002,17.041733382298933,11.20610062431142,0.5207549845953748,6
2023-05-21,茄类,38.275999999999996,7.000000000000001,3.79,0.8469656992084434,6
2023-05-21,辣椒类,117.485,7.036244626973656,3.698629186704686,0.9023925545892956,6
2023-05-21,食用菌,94.75999999999999,6.841355002110595,3.8765208948923604,0.7648182965103196,6
2023-05-22,花叶类,154.17999999999998,4.858906472953692,3.0070867816837468,0.6158185066521636,0
2023-05-22,花菜类,14.808,10.520529443544032,8.102593192868719,0.29841511144893645,0
2023-05-22,水生根茎类,8.411000000000001,9.694400190227082,6.338091784567828,0.5295455666690236,0
2023-05-22,茄类,25.981,6.949378391901773,3.7615253454447477,0.847489450075766,0
2023-05-22,辣椒类,90.84800000000003,6.908365621697779,3.636639661852765,0.8996563487343594,0
2023-05-22,食用菌,70.154,5.658038030618354,3.430123300168202,0.6495144738210731,0
2023-05-23,花叶类,150.721,4.63001307050776,2.9116650632625842,0.5901599153440159,1
2023-05-23,花菜类,20.181,10.72569248302859,8.1290976661216,0.31941980814530274,1
2023-05-23,水生根茎类,14.636999999999999,10.918712850994057,7.171309694609552,0.5225549189712598,1
